ID,Married,Gender,Age,Graduate,Profession,Years_of_Working,Spending_Score,Family_Members,Category,Class(Target)
4301,0,1.0,29,1.0,Entertainment,9.0,Low,2.0,Cat_6,D
4302,0,0.0,86,0.0,Lawyer,0.0,High,2.0,Cat_6,D
4303,1,1.0,18,0.0,Healthcare,6.0,Low,7.0,Cat_6,B
4304,1,0.0,49,1.0,Artist,9.0,Average,2.0,Cat_6,A
4305,1,1.0,20,0.0,Healthcare,0.0,Low,8.0,Cat_4,B
4306,0,1.0,33,1.0,Marketing,0.0,Low,9.0,Cat_7,A
4307,1,0.0,55,1.0,Homemaker,1.0,Average,4.0,Cat_6,A
4308,0,1.0,47,1.0,Artist,0.0,Low,1.0,Cat_6,C
4309,0,0.0,39,1.0,Entertainment,,Average,2.0,Cat_2,C
4310,0,0.0,67,1.0,Engineer,1.0,Low,1.0,Cat_6,D
4311,1,0.0,53,1.0,Artist,3.0,High,3.0,Cat_7,B
4312,1,0.0,49,1.0,Artist,0.0,Low,3.0,Cat_6,C
4313,0,0.0,41,1.0,,1.0,Low,1.0,Cat_3,B
4314,1,1.0,26,0.0,Artist,11.0,Low,4.0,Cat_6,A
4315,0,0.0,49,1.0,Engineer,4.0,Average,,Cat_3,A
4316,0,1.0,28,0.0,Healthcare,3.0,Low,2.0,Cat_6,D
4317,0,0.0,52,1.0,Engineer,4.0,Low,1.0,Cat_3,C
4318,0,1.0,51,1.0,Artist,0.0,Low,1.0,Cat_6,A
4319,1,0.0,35,1.0,Artist,0.0,Average,2.0,Cat_6,A
4320,1,0.0,63,1.0,Entertainment,,Low,1.0,Cat_6,D
4321,1,0.0,50,1.0,Artist,6.0,Average,3.0,Cat_6,A
4322,0,1.0,38,1.0,Marketing,,Low,4.0,Cat_4,B
4323,1,1.0,27,0.0,Engineer,0.0,Low,5.0,Cat_6,B
4324,0,0.0,32,0.0,Engineer,9.0,Low,4.0,Cat_6,D
4325,0,0.0,40,1.0,Artist,0.0,Average,4.0,Cat_6,C
4326,0,1.0,43,1.0,Engineer,1.0,Low,2.0,Cat_6,C
4327,1,0.0,36,1.0,Entertainment,1.0,Average,4.0,Cat_3,A
4328,1,0.0,35,1.0,Artist,,Average,3.0,Cat_2,A
4329,1,0.0,53,1.0,Entertainment,1.0,Average,4.0,Cat_6,B
4330,1,1.0,41,1.0,Marketing,0.0,Low,2.0,Cat_6,B
4331,0,1.0,31,0.0,Doctor,6.0,Low,2.0,Cat_3,D
4332,0,0.0,37,0.0,Entertainment,1.0,Average,2.0,Cat_4,B
4333,1,0.0,43,1.0,Homemaker,,Average,2.0,Cat_4,D
4334,1,0.0,43,0.0,Entertainment,,Average,3.0,Cat_6,C
4335,0,0.0,62,1.0,Artist,1.0,Low,4.0,Cat_4,A
4336,0,1.0,39,0.0,Entertainment,,Low,6.0,Cat_3,B
4337,1,1.0,40,1.0,Doctor,9.0,Low,,Cat_6,A
4338,0,1.0,30,0.0,Engineer,1.0,Low,5.0,Cat_3,B
4339,1,0.0,37,1.0,Artist,0.0,Average,2.0,Cat_4,C
4340,0,0.0,50,1.0,Artist,1.0,Average,4.0,Cat_6,C
4341,1,0.0,50,0.0,Entertainment,0.0,Average,3.0,Cat_6,A
4342,1,0.0,48,1.0,Artist,1.0,Average,2.0,Cat_6,B
4343,0,1.0,43,1.0,Entertainment,14.0,Low,1.0,Cat_6,D
4344,1,0.0,48,0.0,Executive,5.0,High,2.0,Cat_4,D
4345,1,0.0,56,1.0,Executive,0.0,High,2.0,Cat_6,B
4346,0,1.0,36,1.0,Entertainment,,Low,1.0,Cat_3,D
4347,0,0.0,61,1.0,Artist,2.0,Average,2.0,Cat_6,A
4348,0,0.0,37,1.0,Artist,,Average,6.0,Cat_3,C
4349,0,1.0,33,0.0,Engineer,7.0,Low,6.0,Cat_4,A
4350,1,1.0,23,0.0,Healthcare,1.0,Low,3.0,Cat_4,B
4351,0,1.0,33,0.0,Doctor,1.0,Low,3.0,Cat_6,B
4352,1,0.0,46,1.0,Doctor,1.0,Average,6.0,Cat_4,C
4353,1,0.0,41,1.0,Artist,0.0,Average,3.0,Cat_3,B
4354,1,0.0,45,0.0,Executive,0.0,Average,3.0,Cat_4,C
4355,0,0.0,46,1.0,Artist,0.0,Average,2.0,Cat_1,A
4356,0,0.0,36,1.0,Artist,1.0,Average,2.0,Cat_6,A
4357,1,1.0,18,0.0,Healthcare,1.0,Low,3.0,Cat_6,B
4358,0,0.0,62,1.0,Artist,2.0,High,3.0,Cat_6,A
4359,1,0.0,40,1.0,Artist,0.0,Average,2.0,Cat_6,A
4360,0,1.0,21,0.0,Engineer,0.0,Low,5.0,Cat_2,B
4361,1,0.0,46,0.0,Executive,4.0,Low,9.0,Cat_4,B
4362,1,0.0,27,0.0,Entertainment,14.0,Average,2.0,Cat_6,D
4363,1,0.0,47,0.0,Entertainment,1.0,Average,5.0,Cat_6,A
4364,1,0.0,35,1.0,Engineer,5.0,Average,4.0,Cat_6,C
4365,1,0.0,31,1.0,Homemaker,2.0,Low,2.0,Cat_1,C
4366,0,0.0,77,1.0,Lawyer,0.0,High,2.0,Cat_6,A
4367,1,0.0,68,0.0,Lawyer,2.0,Low,3.0,Cat_4,D
4368,0,0.0,87,0.0,Lawyer,0.0,Low,1.0,Cat_6,A
4369,1,0.0,40,0.0,Executive,1.0,Low,5.0,Cat_5,B
4370,1,0.0,41,1.0,Executive,7.0,High,2.0,Cat_6,A
4371,0,0.0,53,1.0,Artist,11.0,Average,2.0,Cat_6,B
4372,1,1.0,33,0.0,Doctor,2.0,Low,4.0,Cat_6,D
4373,1,1.0,56,1.0,,1.0,Low,1.0,Cat_6,D
4374,0,0.0,40,1.0,Homemaker,2.0,Average,2.0,Cat_3,A
4375,1,0.0,71,0.0,Executive,1.0,Average,4.0,Cat_2,B
4376,1,0.0,46,1.0,Artist,4.0,Low,2.0,Cat_6,C
4377,1,1.0,22,0.0,Healthcare,0.0,Low,3.0,Cat_4,B
4378,1,0.0,61,1.0,Artist,,Low,1.0,Cat_6,C
4379,0,0.0,49,1.0,Artist,0.0,Average,2.0,Cat_6,B
4380,1,0.0,82,1.0,Executive,1.0,Low,1.0,Cat_6,B
4381,0,1.0,26,1.0,Doctor,0.0,Low,3.0,Cat_6,C
4382,0,1.0,23,0.0,Healthcare,1.0,Low,4.0,Cat_6,B
4383,0,0.0,60,1.0,Artist,3.0,Low,3.0,Cat_4,A
4384,1,1.0,25,0.0,Entertainment,1.0,Low,3.0,Cat_6,D
4385,0,1.0,40,1.0,Artist,9.0,Low,1.0,Cat_6,B
4386,0,1.0,50,1.0,Artist,0.0,Low,2.0,Cat_6,D
4387,0,1.0,31,0.0,Doctor,,Low,4.0,Cat_6,B
4388,1,0.0,51,1.0,Artist,0.0,Low,1.0,Cat_3,C
4389,1,0.0,56,1.0,Entertainment,0.0,Average,2.0,Cat_6,A
4390,1,0.0,37,1.0,Entertainment,4.0,Low,1.0,Cat_6,C
4391,0,0.0,89,1.0,Lawyer,1.0,Low,1.0,Cat_6,D
4392,0,0.0,50,1.0,Artist,1.0,High,3.0,Cat_2,A
4393,1,0.0,72,1.0,Executive,1.0,High,5.0,Cat_6,D
4394,1,1.0,40,1.0,Artist,7.0,Low,1.0,Cat_6,D
4395,1,1.0,31,0.0,Healthcare,0.0,Low,,Cat_6,B
4396,1,0.0,74,0.0,Executive,1.0,Low,7.0,Cat_6,C
4397,0,0.0,51,1.0,Artist,0.0,Average,3.0,Cat_2,A
4398,0,0.0,49,1.0,Artist,0.0,High,4.0,,C
4399,0,0.0,61,1.0,Artist,0.0,Average,2.0,Cat_6,C
4400,0,0.0,38,1.0,Healthcare,3.0,Average,3.0,Cat_2,B
4401,1,0.0,28,1.0,Engineer,0.0,Average,2.0,Cat_6,D
4402,0,1.0,36,1.0,Artist,9.0,Low,1.0,Cat_6,B
4403,1,0.0,47,0.0,Doctor,8.0,High,4.0,Cat_6,B
4404,0,1.0,39,1.0,Artist,0.0,Low,1.0,Cat_3,D
4405,1,0.0,40,0.0,Engineer,1.0,Average,2.0,Cat_6,A
4406,1,1.0,23,0.0,Healthcare,0.0,Low,4.0,Cat_3,B
4407,0,0.0,46,1.0,Entertainment,5.0,Low,2.0,Cat_6,D
4408,0,0.0,72,1.0,Lawyer,0.0,High,2.0,Cat_6,A
4409,1,0.0,50,1.0,Entertainment,1.0,Low,2.0,Cat_6,D
4410,0,0.0,51,0.0,Engineer,7.0,Average,5.0,Cat_4,C
4411,0,0.0,66,1.0,Artist,0.0,Low,2.0,Cat_6,A
4412,0,0.0,35,1.0,Healthcare,12.0,Average,2.0,Cat_2,B
4413,1,0.0,56,1.0,Artist,0.0,High,2.0,Cat_6,C
4414,0,1.0,33,0.0,Healthcare,1.0,Low,6.0,Cat_3,A
4415,1,1.0,62,1.0,Entertainment,1.0,Low,4.0,Cat_2,A
4416,1,1.0,28,1.0,Engineer,0.0,Low,3.0,Cat_4,A
4417,0,0.0,40,1.0,Engineer,0.0,Average,4.0,Cat_6,C
4418,1,0.0,67,1.0,Artist,1.0,Average,2.0,Cat_6,C
4419,0,1.0,28,0.0,Engineer,,Low,6.0,Cat_6,A
4420,1,1.0,21,0.0,Healthcare,,Low,5.0,Cat_2,B
4421,1,0.0,27,1.0,Healthcare,3.0,Low,2.0,Cat_6,B
4422,1,0.0,45,1.0,Artist,0.0,Low,2.0,Cat_6,C
4423,0,0.0,76,1.0,Lawyer,0.0,High,2.0,Cat_6,C
4424,1,1.0,28,1.0,Artist,4.0,Low,4.0,Cat_6,A
4425,0,0.0,53,1.0,Artist,1.0,Average,3.0,Cat_6,D
4426,0,0.0,35,1.0,Doctor,,Low,2.0,Cat_6,C
4427,1,1.0,25,0.0,Entertainment,8.0,Low,9.0,Cat_6,A
4428,1,0.0,29,0.0,Executive,4.0,Low,6.0,Cat_3,B
4429,0,0.0,35,1.0,Doctor,0.0,Low,2.0,Cat_6,D
4430,1,0.0,63,1.0,Artist,1.0,Average,4.0,Cat_6,D
4431,0,0.0,26,0.0,Doctor,0.0,Average,3.0,Cat_4,B
4432,1,1.0,35,1.0,Artist,9.0,Low,1.0,Cat_6,C
4433,0,1.0,59,1.0,Artist,0.0,Low,2.0,Cat_6,A
4434,1,1.0,28,1.0,Doctor,0.0,Low,1.0,Cat_6,B
4435,0,0.0,52,1.0,Artist,1.0,Average,5.0,Cat_2,B
4436,1,1.0,38,0.0,Doctor,0.0,Low,5.0,Cat_3,B
4437,0,1.0,19,0.0,Healthcare,3.0,Low,3.0,Cat_6,B
4438,1,0.0,63,1.0,Entertainment,0.0,Low,1.0,Cat_6,D
4439,1,0.0,58,1.0,Executive,3.0,Average,4.0,Cat_3,C
4440,0,0.0,57,1.0,Artist,0.0,Average,5.0,Cat_6,D
4441,0,0.0,62,1.0,Artist,0.0,Average,2.0,Cat_5,A
4442,1,0.0,36,1.0,Executive,0.0,Low,2.0,Cat_3,C
4443,1,1.0,31,1.0,Artist,1.0,Low,2.0,Cat_6,D
4444,1,0.0,50,1.0,Artist,1.0,Average,3.0,Cat_6,D
4445,1,0.0,88,1.0,Lawyer,0.0,High,2.0,Cat_4,D
4446,0,0.0,53,1.0,Artist,0.0,Average,2.0,Cat_3,A
4447,0,1.0,43,1.0,Artist,10.0,Low,1.0,Cat_6,B
4448,0,0.0,52,1.0,Artist,0.0,Average,3.0,Cat_7,A
4449,0,1.0,60,1.0,Artist,6.0,Low,1.0,Cat_6,C
4450,1,0.0,75,1.0,Lawyer,1.0,High,2.0,Cat_6,A
4451,0,0.0,51,1.0,Artist,8.0,Average,2.0,Cat_6,C
4452,1,1.0,32,1.0,Healthcare,2.0,Low,3.0,Cat_6,A
4453,0,1.0,26,0.0,Healthcare,,Low,6.0,Cat_7,B
4454,0,0.0,32,0.0,Engineer,9.0,Low,4.0,Cat_6,B
4455,1,0.0,45,1.0,Artist,2.0,Average,3.0,Cat_3,B
4456,0,0.0,67,1.0,,1.0,Average,2.0,Cat_6,D
4457,1,0.0,83,0.0,Lawyer,8.0,High,2.0,Cat_6,C
4458,1,0.0,50,1.0,Doctor,0.0,Average,3.0,Cat_6,C
4459,0,1.0,25,1.0,Healthcare,,Low,,Cat_3,A
4460,0,1.0,28,1.0,Artist,1.0,Low,1.0,Cat_6,D
4461,1,0.0,46,1.0,Artist,0.0,Average,3.0,Cat_6,A
4462,0,1.0,43,0.0,Entertainment,1.0,Low,3.0,Cat_6,D
4463,1,1.0,22,0.0,Healthcare,,Low,2.0,Cat_6,B
4464,0,0.0,62,1.0,Engineer,1.0,Low,1.0,Cat_3,C
4465,1,0.0,55,0.0,Artist,0.0,Average,2.0,Cat_6,A
4466,1,0.0,58,1.0,Artist,,Average,1.0,Cat_6,B
4467,0,0.0,59,1.0,Engineer,0.0,Low,1.0,Cat_3,C
4468,1,0.0,85,1.0,Lawyer,,Low,1.0,Cat_6,C
4469,0,1.0,35,0.0,Engineer,1.0,Low,1.0,Cat_4,D
4470,1,0.0,81,1.0,Entertainment,1.0,Low,1.0,Cat_6,B
4471,1,1.0,32,0.0,,0.0,Low,5.0,Cat_4,D
4472,1,1.0,33,0.0,Doctor,0.0,Low,3.0,Cat_6,C
4473,0,0.0,48,1.0,Homemaker,1.0,High,2.0,Cat_2,A
4474,0,1.0,27,0.0,Healthcare,,Low,5.0,Cat_7,B
4475,0,1.0,28,0.0,Marketing,1.0,Low,4.0,Cat_3,B
4476,1,0.0,53,1.0,Artist,6.0,Average,2.0,Cat_6,A
4477,1,0.0,45,1.0,Artist,0.0,Average,4.0,Cat_6,A
4478,1,0.0,38,1.0,Artist,,Low,2.0,Cat_6,A
4479,1,0.0,50,1.0,Artist,0.0,Average,4.0,Cat_6,C
4480,0,1.0,25,1.0,Entertainment,0.0,Low,6.0,Cat_2,A
4481,0,1.0,42,1.0,Doctor,0.0,Low,3.0,Cat_6,C
4482,0,1.0,30,0.0,Marketing,0.0,Low,4.0,Cat_6,B
4483,1,0.0,39,1.0,Entertainment,0.0,Low,1.0,Cat_6,B
4484,1,1.0,18,0.0,Doctor,0.0,Low,5.0,Cat_2,A
4485,0,1.0,42,1.0,Artist,1.0,Low,1.0,Cat_6,B
4486,0,1.0,28,0.0,Healthcare,0.0,Low,6.0,Cat_5,D
4487,1,0.0,39,1.0,Healthcare,0.0,High,3.0,Cat_6,A
4488,1,0.0,46,1.0,Artist,0.0,Average,6.0,Cat_2,B
4489,0,1.0,35,0.0,Artist,13.0,Low,1.0,Cat_6,D
4490,1,0.0,42,1.0,Artist,8.0,High,4.0,Cat_6,A
4491,0,1.0,29,1.0,Artist,7.0,Low,7.0,Cat_4,B
4492,0,0.0,35,1.0,Artist,0.0,Low,2.0,Cat_6,C
4493,1,1.0,53,0.0,Entertainment,1.0,Low,,Cat_6,D
4494,1,0.0,48,1.0,Artist,,Average,4.0,Cat_7,A
4495,1,0.0,28,,Artist,8.0,Low,,Cat_6,A
4496,1,1.0,41,1.0,Entertainment,0.0,Low,2.0,Cat_3,C
4497,1,0.0,33,1.0,Artist,2.0,Low,,Cat_3,A
4498,0,0.0,33,1.0,Artist,1.0,Average,2.0,Cat_6,A
4499,1,1.0,28,0.0,Doctor,4.0,Low,1.0,Cat_3,C
4500,1,0.0,50,1.0,Artist,0.0,Low,2.0,Cat_4,B
4501,0,,31,1.0,Doctor,1.0,Low,3.0,Cat_6,C
4502,1,1.0,39,1.0,Entertainment,5.0,Low,1.0,Cat_3,D
4503,1,0.0,65,1.0,Artist,1.0,Average,4.0,Cat_6,C
4504,0,0.0,52,0.0,Engineer,0.0,Low,,Cat_4,D
4505,0,0.0,79,1.0,Lawyer,0.0,High,2.0,Cat_6,A
4506,0,0.0,71,,Lawyer,1.0,Low,1.0,Cat_6,A
4507,0,0.0,46,0.0,Entertainment,9.0,Average,5.0,Cat_4,B
4508,1,0.0,26,1.0,Doctor,1.0,Average,2.0,Cat_7,D
4509,1,0.0,53,1.0,Engineer,1.0,Average,3.0,Cat_6,C
4510,1,1.0,31,0.0,Artist,0.0,Low,,,D
4511,0,1.0,32,0.0,Doctor,6.0,Low,2.0,Cat_3,D
4512,1,1.0,38,1.0,Artist,0.0,Low,1.0,Cat_6,D
4513,1,1.0,32,1.0,Healthcare,9.0,Low,5.0,Cat_6,B
4514,0,0.0,73,1.0,Lawyer,3.0,Low,1.0,Cat_6,A
4515,1,0.0,73,0.0,Lawyer,1.0,Low,1.0,Cat_6,B
4516,0,1.0,22,0.0,Marketing,1.0,Low,2.0,Cat_1,B
4517,1,0.0,45,1.0,Executive,1.0,High,5.0,Cat_4,C
4518,0,1.0,31,1.0,Healthcare,9.0,Low,3.0,Cat_2,D
4519,1,0.0,60,0.0,Artist,0.0,Average,2.0,Cat_4,C
4520,0,0.0,26,0.0,Marketing,0.0,Low,5.0,Cat_4,B
4521,1,1.0,28,1.0,Healthcare,1.0,Low,3.0,Cat_6,B
4522,1,0.0,39,1.0,Artist,0.0,Average,3.0,Cat_6,A
4523,0,1.0,18,0.0,Healthcare,0.0,Low,5.0,Cat_4,B
4524,0,0.0,37,1.0,Artist,0.0,Average,2.0,Cat_6,B
4525,0,0.0,40,0.0,Homemaker,2.0,Average,2.0,Cat_6,D
4526,0,1.0,31,1.0,Artist,1.0,Low,4.0,Cat_6,B
4527,0,1.0,33,0.0,Healthcare,1.0,Low,6.0,Cat_6,D
4528,0,0.0,56,1.0,Engineer,2.0,High,2.0,Cat_6,C
4529,1,0.0,50,1.0,Artist,0.0,Low,1.0,Cat_6,C
4530,1,0.0,57,1.0,Artist,1.0,Average,5.0,Cat_6,A
4531,0,0.0,58,1.0,Engineer,0.0,Average,,Cat_6,D
4532,0,0.0,28,1.0,Artist,0.0,Low,2.0,Cat_6,D
4533,1,1.0,25,0.0,Healthcare,0.0,Low,3.0,Cat_4,C
4534,1,0.0,41,0.0,Doctor,1.0,Low,3.0,Cat_6,D
4535,1,0.0,47,1.0,Artist,0.0,Average,2.0,Cat_6,A
4536,0,1.0,39,1.0,Artist,9.0,Low,1.0,Cat_6,A
4537,0,1.0,31,1.0,Healthcare,6.0,Low,4.0,Cat_2,B
4538,1,0.0,83,1.0,Artist,2.0,High,2.0,Cat_6,D
4539,1,1.0,32,1.0,Healthcare,1.0,Low,4.0,Cat_6,B
4540,0,1.0,18,0.0,Engineer,0.0,Low,4.0,Cat_6,B
4541,0,0.0,38,1.0,Artist,1.0,Average,4.0,Cat_3,A
4542,0,,20,0.0,,,High,,Cat_3,B
4543,0,0.0,62,,Doctor,0.0,Average,4.0,Cat_6,C
4544,1,1.0,37,1.0,Marketing,,Low,1.0,Cat_6,D
4545,1,0.0,33,0.0,Entertainment,1.0,Low,3.0,Cat_3,B
4546,1,0.0,35,0.0,Entertainment,0.0,Average,5.0,Cat_6,B
4547,0,0.0,45,1.0,Artist,1.0,High,4.0,Cat_6,D
4548,1,1.0,18,0.0,Healthcare,0.0,Low,6.0,Cat_6,B
4549,1,0.0,75,0.0,Lawyer,1.0,High,2.0,Cat_6,C
4550,1,0.0,86,1.0,Healthcare,0.0,Low,1.0,Cat_6,B
4551,1,1.0,49,1.0,Artist,0.0,Low,1.0,Cat_6,C
4552,0,0.0,65,0.0,Lawyer,1.0,High,7.0,Cat_3,D
4553,0,0.0,20,1.0,Lawyer,1.0,Average,3.0,Cat_3,B
4554,0,1.0,62,0.0,Entertainment,2.0,Low,1.0,Cat_6,D
4555,1,0.0,50,0.0,Artist,1.0,Average,3.0,Cat_6,A
4556,0,1.0,22,0.0,Engineer,0.0,Low,4.0,Cat_6,B
4557,0,0.0,46,0.0,Engineer,1.0,Average,5.0,Cat_6,A
4558,1,1.0,20,0.0,Marketing,0.0,Low,2.0,Cat_6,B
4559,1,0.0,32,1.0,Entertainment,1.0,Low,2.0,Cat_6,D
4560,0,1.0,28,1.0,Doctor,0.0,Low,3.0,Cat_6,B
4561,0,1.0,26,1.0,Entertainment,6.0,Low,2.0,Cat_6,B
4562,1,1.0,45,1.0,Artist,0.0,Low,1.0,Cat_6,D
4563,1,1.0,32,0.0,Healthcare,0.0,Low,3.0,Cat_6,B
4564,0,1.0,56,1.0,Lawyer,,Low,2.0,Cat_6,B
4565,1,1.0,41,1.0,Executive,1.0,Low,3.0,Cat_6,B
4566,0,0.0,38,1.0,Artist,8.0,Low,2.0,Cat_6,B
4567,0,1.0,30,1.0,Artist,9.0,Low,1.0,Cat_6,D
4568,1,0.0,86,0.0,Lawyer,2.0,Average,2.0,Cat_6,D
4569,1,1.0,21,0.0,Healthcare,0.0,Low,6.0,Cat_3,B
4570,1,0.0,69,1.0,Artist,0.0,Low,1.0,Cat_6,B
4571,0,0.0,46,1.0,Artist,0.0,Average,2.0,Cat_6,C
4572,1,0.0,32,0.0,Executive,4.0,Average,5.0,Cat_4,B
4573,0,0.0,61,1.0,Engineer,0.0,Low,3.0,Cat_7,B
4574,0,1.0,23,0.0,Healthcare,0.0,Low,4.0,Cat_3,B
4575,0,1.0,35,1.0,Healthcare,9.0,Low,1.0,Cat_6,B
4576,1,0.0,66,1.0,Artist,0.0,Low,4.0,Cat_2,A
4577,0,0.0,25,0.0,Engineer,7.0,Average,2.0,Cat_4,B
4578,0,1.0,33,1.0,Healthcare,1.0,Low,6.0,Cat_3,B
4579,1,1.0,30,0.0,Healthcare,1.0,Low,4.0,Cat_2,A
4580,1,0.0,37,0.0,Doctor,2.0,Average,4.0,Cat_6,D
4581,1,1.0,28,1.0,Artist,1.0,Low,3.0,Cat_4,B
4582,1,0.0,65,1.0,Artist,5.0,High,2.0,Cat_6,D
4583,0,1.0,20,0.0,Doctor,6.0,Low,4.0,Cat_2,D
4584,0,1.0,42,1.0,Artist,8.0,Low,1.0,Cat_6,C
4585,1,0.0,32,0.0,Doctor,9.0,Low,2.0,Cat_2,A
4586,1,0.0,26,0.0,Homemaker,9.0,Average,2.0,Cat_6,D
4587,0,1.0,20,0.0,Healthcare,0.0,Low,2.0,Cat_6,B
4588,1,0.0,29,1.0,Artist,0.0,Low,5.0,Cat_4,D
4589,0,0.0,49,1.0,Artist,1.0,Low,1.0,Cat_6,B
4590,1,1.0,21,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
4591,0,1.0,20,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
4592,1,1.0,30,1.0,Healthcare,3.0,Low,5.0,Cat_1,A
4593,0,0.0,31,0.0,Marketing,1.0,Low,5.0,Cat_4,D
4594,0,0.0,41,1.0,Artist,9.0,High,2.0,Cat_2,C
4595,1,0.0,61,1.0,Entertainment,9.0,Average,2.0,Cat_6,A
4596,0,1.0,28,0.0,Marketing,9.0,Low,2.0,Cat_3,B
4597,0,0.0,35,1.0,Artist,1.0,Low,2.0,Cat_3,C
4598,1,0.0,83,1.0,Lawyer,,Low,1.0,Cat_6,D
4599,1,1.0,22,0.0,Healthcare,0.0,Low,,Cat_6,B
4600,0,1.0,32,0.0,Doctor,0.0,Low,4.0,Cat_6,D
4601,0,0.0,40,1.0,Engineer,1.0,High,5.0,Cat_2,C
4602,0,1.0,33,1.0,Healthcare,1.0,Low,5.0,Cat_2,C
4603,0,1.0,30,0.0,Doctor,3.0,Low,4.0,Cat_6,D
4604,0,0.0,68,1.0,Lawyer,0.0,High,2.0,Cat_6,C
4605,1,0.0,37,1.0,Entertainment,8.0,Average,2.0,Cat_2,B
4606,1,0.0,47,0.0,Entertainment,0.0,High,5.0,Cat_6,A
4607,1,1.0,36,1.0,Executive,9.0,Low,3.0,Cat_6,B
4608,0,1.0,26,1.0,Healthcare,5.0,Low,2.0,Cat_6,B
4609,0,0.0,35,1.0,Engineer,5.0,Low,2.0,Cat_6,C
4610,1,0.0,51,0.0,Artist,4.0,Low,3.0,Cat_4,D
4611,1,,48,1.0,Executive,,High,5.0,Cat_6,C
4612,0,0.0,33,1.0,Entertainment,3.0,Average,3.0,Cat_4,B
4613,1,0.0,51,0.0,Engineer,1.0,Average,7.0,Cat_4,C
4614,0,,21,0.0,Healthcare,,Low,4.0,Cat_6,B
4615,1,0.0,36,0.0,Executive,8.0,Average,4.0,Cat_1,C
4616,0,1.0,20,0.0,Healthcare,4.0,Low,7.0,Cat_3,B
4617,1,1.0,28,1.0,Doctor,1.0,Low,9.0,Cat_4,C
4618,0,1.0,31,0.0,Healthcare,1.0,Low,4.0,Cat_6,A
4619,0,1.0,36,1.0,Engineer,9.0,Low,1.0,Cat_4,D
4620,1,0.0,42,1.0,Entertainment,3.0,Average,4.0,Cat_6,C
4621,0,1.0,21,0.0,Healthcare,9.0,Low,4.0,Cat_3,B
4622,0,0.0,53,0.0,Engineer,0.0,Average,3.0,Cat_6,D
4623,1,0.0,39,0.0,Doctor,2.0,Average,2.0,Cat_6,C
4624,0,1.0,28,0.0,Homemaker,10.0,Low,1.0,Cat_6,B
4625,1,0.0,81,0.0,Entertainment,1.0,Low,1.0,Cat_6,D
4626,0,1.0,47,1.0,Engineer,1.0,Low,1.0,Cat_6,D
4627,1,0.0,66,0.0,Lawyer,0.0,Low,1.0,Cat_6,C
4628,0,1.0,36,0.0,Engineer,0.0,Low,1.0,Cat_6,D
4629,0,0.0,33,1.0,Healthcare,2.0,High,1.0,Cat_5,D
4630,1,1.0,69,1.0,Marketing,8.0,Low,,Cat_6,D
4631,1,1.0,22,0.0,Healthcare,9.0,Low,4.0,Cat_6,B
4632,1,0.0,50,1.0,Entertainment,,Low,4.0,Cat_6,D
4633,0,0.0,46,1.0,Artist,1.0,Low,,Cat_6,A
4634,1,0.0,27,1.0,Healthcare,8.0,Low,2.0,Cat_6,B
4635,1,0.0,36,1.0,Artist,9.0,Average,5.0,Cat_4,B
4636,1,0.0,50,1.0,Artist,8.0,Low,2.0,Cat_6,B
4637,0,1.0,37,1.0,Entertainment,1.0,Low,1.0,Cat_6,D
4638,0,0.0,65,1.0,Lawyer,1.0,Low,1.0,Cat_6,D
4639,0,0.0,49,1.0,Engineer,1.0,Average,4.0,Cat_6,C
4640,0,1.0,30,0.0,Homemaker,0.0,Low,4.0,Cat_6,B
4641,0,0.0,68,1.0,Lawyer,0.0,Average,3.0,Cat_6,A
4642,0,1.0,36,1.0,Healthcare,2.0,Low,,Cat_6,D
4643,0,0.0,32,1.0,Artist,0.0,Average,2.0,Cat_6,C
4644,0,,28,1.0,Doctor,,High,8.0,Cat_4,B
4645,0,,73,1.0,Lawyer,4.0,High,,Cat_6,D
4646,0,1.0,42,1.0,Engineer,1.0,Low,7.0,Cat_4,D
4647,1,1.0,30,0.0,Entertainment,5.0,Low,9.0,Cat_3,B
4648,0,0.0,83,1.0,Executive,1.0,High,3.0,Cat_6,D
4649,1,0.0,37,0.0,Engineer,0.0,Average,2.0,Cat_1,A
4650,0,1.0,28,1.0,Marketing,2.0,Low,3.0,Cat_6,B
4651,0,0.0,58,1.0,Artist,,Average,6.0,Cat_2,A
4652,0,1.0,29,0.0,Engineer,5.0,Low,2.0,Cat_6,A
4653,0,1.0,26,1.0,Artist,2.0,Low,2.0,Cat_6,D
4654,0,,50,1.0,Artist,,High,1.0,,C
4655,0,0.0,89,0.0,Lawyer,3.0,High,1.0,Cat_6,B
4656,1,0.0,56,1.0,Executive,,High,9.0,Cat_6,C
4657,0,0.0,30,0.0,Entertainment,3.0,High,2.0,Cat_6,D
4658,1,0.0,40,1.0,Entertainment,5.0,Low,1.0,Cat_6,B
4659,0,1.0,25,0.0,Healthcare,,Low,5.0,Cat_6,D
4660,0,1.0,38,1.0,Artist,8.0,Low,1.0,Cat_6,B
4661,1,0.0,19,0.0,Executive,0.0,High,3.0,Cat_4,D
4662,1,0.0,63,0.0,Executive,0.0,Average,3.0,Cat_6,C
4663,0,0.0,43,0.0,Engineer,0.0,High,5.0,Cat_6,D
4664,1,0.0,69,0.0,Lawyer,1.0,Low,2.0,Cat_1,C
